Number_of_People,Counters_Open,Avg_Service_Time,Time_of_Day,Queue_Type,Waiting_Time
80,8,11,20,Hospital,131.03
178,2,11,5,Office,976.28
51,9,6,4,Office,53.95
19,9,19,1,Hospital,61.86
151,3,16,20,Bank,815.01
30,4,9,4,Office,82.65
97,8,18,8,Bank,231.7
236,9,13,18,Bank,350.69
25,3,13,20,Hospital,115.21
42,5,2,14,Hospital,52.17
280,11,5,12,Hospital,155.68
161,8,9,11,Bank,182.13
183,3,2,4,Hospital,139.58
136,7,16,1,Hospital,329.2
32,11,19,3,Bank,72.82
264,8,2,17,Bank,60.89
80,10,12,20,Bank,102.51
71,11,3,9,Bank,17.04
198,14,2,12,Office,41.29
166,3,13,11,Hospital,736.03
261,2,17,1,Office,2234.06
76,10,11,14,Bank,89.37
91,13,19,13,Bank,137.74
266,7,16,9,Bank,622.34
218,12,18,21,Bank,340.18
157,9,11,7,Bank,205.75
214,1,4,14,Hospital,874.76
65,3,17,12,Office,379.33
272,5,7,7,Office,394.97
266,3,4,20,Hospital,378.17
222,1,10,20,Hospital,2224.76
287,7,12,21,Hospital,514.76
140,7,14,13,Office,297.16
97,10,19,0,Office,199.74
113,12,5,12,Bank,56.04
245,8,9,7,Office,272.66
146,5,14,17,Office,420.72
295,10,11,21,Hospital,357.03
241,12,3,8,Office,75.34
181,5,9,12,Bank,333.65
145,5,7,2,Office,218.12
193,1,17,17,Hospital,3303.48
53,10,19,9,Hospital,125.31
194,5,18,4,Bank,706.8
140,6,7,5,Bank,176.31
47,13,14,7,Office,77.35
94,12,15,23,Bank,134.54
299,1,11,6,Bank,3315.38
249,11,12,20,Hospital,287.04
196,7,14,17,Hospital,423.73
110,1,13,13,Office,1439.47
237,11,10,14,Office,232.93
269,2,5,9,Office,692.63
41,2,8,20,Office,175.42
45,5,3,11,Hospital,47.62
21,14,8,6,Office,33.37
281,10,10,6,Office,291.03
63,13,6,10,Bank,50.76
187,7,16,12,Office,432.74
45,1,19,14,Bank,878.58
43,10,5,17,Hospital,48.51
196,1,8,6,Office,1582.37
271,1,9,5,Bank,2446.18
151,6,18,22,Office,464.45
131,2,14,10,Bank,926.05
50,1,12,7,Office,614.66
49,6,2,19,Hospital,45.12
5,14,3,0,Hospital,34.85
172,2,18,7,Bank,1559.4
112,6,6,7,Bank,116.08
23,10,7,18,Hospital,32.28
76,8,8,2,Office,89.72
113,2,16,4,Bank,906.79
272,11,17,2,Hospital,432.11
244,9,14,14,Bank,404.24
94,8,6,13,Hospital,92.62
107,12,4,20,Hospital,49.83
254,10,4,14,Bank,117.32
12,1,15,23,Bank,181.75
157,7,17,16,Hospital,393.61
178,14,18,17,Office,238.24
162,13,5,1,Hospital,93.89
219,10,14,11,Office,319.83
181,6,9,15,Office,269.41
179,14,6,3,Office,100.18
150,6,3,1,Bank,82.86
165,6,16,13,Hospital,447.05
131,6,3,10,Hospital,83.28
86,10,12,12,Office,121.85
151,7,14,6,Office,319.83
243,12,11,9,Office,250.34
88,3,4,23,Hospital,131.36
117,14,6,0,Office,65.47
229,6,4,20,Hospital,167.77
247,3,7,3,Hospital,585.54
147,7,14,17,Bank,310.2
45,7,11,5,Office,88.96
262,8,9,1,Office,311.74
289,2,19,2,Office,2763.49
109,9,4,13,Bank,53.65
206,13,18,7,Office,293.19
270,5,9,15,Hospital,506.26
214,9,11,18,Office,284.68
55,10,3,17,Hospital,47.76
122,5,13,5,Hospital,342.77
205,7,7,13,Hospital,225.2
43,11,3,2,Hospital,33.62
32,9,4,15,Office,29.3
263,4,18,0,Bank,1186.32
88,2,8,11,Bank,362.17
159,9,6,13,Hospital,116.66
121,13,2,18,Office,32.75
6,2,9,21,Bank,48.45
97,3,13,18,Office,441.09
170,10,15,8,Bank,258.54
262,2,17,6,Hospital,2246.49
85,3,11,13,Hospital,325.83
272,6,16,4,Hospital,744.9
239,3,16,17,Bank,1291.95
217,10,11,8,Office,258.27
66,8,8,20,Hospital,103.39
53,11,4,6,Office,42.62
131,6,3,8,Office,81.93
227,7,7,3,Hospital,251.74
283,1,10,16,Bank,2838.58
298,3,11,11,Hospital,1104.77
288,3,5,5,Hospital,509.14
281,2,4,17,Bank,579.06
111,7,10,7,Office,171.88
150,9,18,20,Bank,311.92
103,4,15,14,Bank,404.94
77,12,11,2,Hospital,96.51
126,5,14,1,Bank,352.56
34,3,13,23,Bank,159.04
192,11,2,22,Bank,43.74
292,9,7,8,Office,249.9
199,14,14,7,Office,221.22
160,4,14,3,Hospital,589.23
176,5,5,1,Hospital,188.17
45,1,3,13,Office,144.51
67,11,16,1,Bank,115.25
27,12,13,1,Hospital,45.11
79,13,8,21,Hospital,57.97
52,2,19,6,Bank,507.73
164,12,14,11,Bank,197.5
122,13,18,5,Bank,191.45
104,9,5,17,Bank,69.85
171,2,15,3,Bank,1293.62
294,5,14,18,Office,835.62
160,13,4,12,Bank,70.37
11,8,19,19,Hospital,48.63
200,3,15,20,Office,1012.14
60,6,16,22,Hospital,174.44
197,4,4,1,Bank,206.49
51,11,2,7,Hospital,22.43
152,7,18,18,Bank,408.06
279,10,4,8,Hospital,118.94
161,14,15,3,Hospital,191.52
206,13,4,15,Bank,77.66
130,3,14,18,Hospital,629.06
298,6,16,9,Office,804.65
68,12,19,5,Hospital,132.29
180,10,15,15,Office,278.8
120,9,4,9,Office,68.18
208,11,9,12,Hospital,194.74
35,10,5,8,Office,35.74
117,1,5,6,Office,595.27
71,3,12,3,Hospital,312.38
79,2,2,18,Bank,89.61
49,8,9,3,Bank,70.33
264,7,16,18,Office,629.13
158,2,2,18,Office,180.82
159,6,8,11,Bank,229.84
238,3,12,12,Office,968.35
55,8,15,3,Bank,118.68
266,10,17,9,Hospital,473.7
129,13,15,20,Office,155.38
249,3,13,6,Hospital,1101.12
34,10,18,4,Bank,72.99
126,14,15,16,Bank,149.09
129,9,11,17,Hospital,176.77
41,1,15,10,Office,624.67
174,5,19,14,Hospital,685.8
128,3,10,20,Hospital,437.47
39,6,18,21,Office,142.21
91,10,7,6,Bank,72.08
138,2,9,17,Hospital,642.72
200,9,14,5,Hospital,335.02
278,6,19,17,Bank,894.47
205,7,6,15,Hospital,185.85
289,5,7,1,Bank,420.37
81,9,5,18,Office,62.12
63,1,8,0,Bank,509.55
130,5,5,10,Bank,134.75
113,11,12,19,Hospital,140.93
228,10,13,4,Bank,297.31
282,11,15,15,Bank,406.6
72,6,14,22,Hospital,198.4
73,7,11,0,Bank,127.88
169,12,19,18,Hospital,286.02
166,4,17,13,Office,719.12
46,12,6,2,Bank,38.31
113,13,9,1,Office,105.54
55,1,15,23,Bank,831.01
254,11,6,4,Bank,140.72
25,8,9,16,Office,53.96
143,10,7,17,Office,102.59
96,4,17,0,Hospital,420.94
284,3,5,14,Hospital,491.61
129,12,13,21,Office,143.83
115,7,12,8,Bank,214.93
143,12,4,22,Hospital,73.67
277,2,13,4,Bank,1806.48
103,8,6,12,Hospital,106.21
256,14,7,18,Hospital,158.15
108,6,19,23,Hospital,361.21
218,7,17,9,Office,541.27
253,14,12,19,Bank,242.67
156,5,6,20,Office,207.25
254,9,10,13,Hospital,304.02
279,5,4,21,Office,247.74
169,11,9,20,Office,155.39
12,5,7,11,Office,28.26
288,3,5,10,Bank,490.56
9,11,13,22,Office,32.91
149,1,13,6,Office,1938.05
105,2,17,16,Office,905.48
168,8,11,17,Office,255.68
151,1,15,6,Office,2276.42
68,7,14,23,Office,161.82
95,14,10,19,Office,92.76
121,14,8,5,Hospital,88.68
271,5,13,10,Office,715.62
177,3,6,11,Office,366.99
51,12,19,15,Bank,109.4
144,12,5,18,Hospital,93.12
250,11,3,22,Office,84.06
153,7,4,18,Bank,93.17
250,9,13,10,Office,376.93
9,2,4,15,Office,34.71
188,8,5,22,Office,123.8
24,9,7,11,Office,34.23
50,11,13,7,Office,83.35
16,3,11,2,Bank,56.07
74,2,2,1,Office,94.79
21,7,18,5,Bank,73.62
151,5,17,15,Office,524.48
158,5,10,19,Bank,337.86
112,10,10,23,Hospital,127.17
240,5,10,14,Office,498.09
74,4,13,13,Hospital,258.35
187,13,10,1,Hospital,161.7
254,5,16,19,Hospital,828.48
232,13,3,17,Office,73.43
106,4,12,13,Hospital,343.94
79,13,12,17,Bank,82.47
220,6,9,1,Office,335.48
207,4,7,0,Hospital,385.07
196,2,8,19,Office,801.95
253,9,4,1,Hospital,130.93
246,2,9,8,Bank,1130.07
183,9,19,8,Office,390.39
223,10,18,15,Office,400.88
86,6,12,10,Hospital,186.88
96,9,3,22,Bank,46.97
179,9,8,5,Office,166.72
243,3,19,11,Hospital,1552.13
264,1,9,2,Bank,2392.66
167,1,15,11,Bank,2518.24
52,3,8,22,Bank,151.31
120,5,5,0,Bank,135.47
229,13,18,8,Office,329.1
151,3,6,19,Office,314.35
67,12,13,21,Bank,88.25
298,9,10,5,Hospital,341.7
17,9,14,10,Hospital,31.45
193,3,19,2,Bank,1229.3
291,3,10,3,Bank,986.52
212,12,5,9,Hospital,110.12
118,14,9,18,Bank,91.86
26,5,2,5,Bank,6.29
218,2,18,0,Office,1979.21
175,6,10,7,Office,311.24
58,7,14,7,Bank,116.54
130,13,3,5,Bank,46.03
281,9,14,16,Office,451.33
208,6,10,18,Bank,378.17
198,3,7,0,Office,461.76
173,12,2,14,Office,53.42
156,5,6,12,Hospital,204.44
39,4,4,20,Office,42.68
188,5,5,2,Hospital,204.31
290,8,2,1,Hospital,94.44
61,8,15,2,Office,136.64
226,6,10,8,Bank,398.72
167,1,5,15,Office,859.95
23,8,19,23,Hospital,67.87
268,8,15,12,Office,525.41
286,2,5,18,Office,732.74
117,4,11,17,Hospital,337.17
34,12,4,20,Office,24.85
139,2,8,11,Office,566.03
71,4,11,11,Hospital,215.51
69,12,14,0,Bank,85.39
296,13,5,19,Hospital,126.65
29,13,19,7,Hospital,65.74
41,10,12,16,Office,68.6
5,7,5,20,Hospital,22.26
41,9,15,19,Office,92.91
145,14,19,21,Office,209.96
236,14,9,6,Office,164.59
140,8,11,8,Hospital,217.12
192,12,6,16,Hospital,115.07
132,9,8,9,Office,132.93
205,8,13,3,Bank,325.48
131,2,4,21,Bank,272.12
261,7,5,6,Hospital,193.64
168,2,11,6,Office,930.45
39,13,5,7,Office,20.65
198,12,16,23,Hospital,276.7
195,11,11,23,Bank,201.16
108,2,17,7,Hospital,934.59
27,4,16,15,Hospital,132.65
269,1,19,11,Office,5127.56
294,5,13,14,Hospital,771.09
264,6,17,7,Bank,758.58
79,9,2,21,Hospital,39.78
76,10,17,8,Office,141.9
263,8,3,2,Bank,108.2
192,2,16,21,Office,1552.33
177,1,8,20,Hospital,1441.35
294,2,2,15,Hospital,302.98
49,7,6,14,Hospital,60.29
65,4,11,23,Office,204.31
87,10,5,3,Hospital,73.42
127,5,15,19,Bank,396.96
20,12,14,15,Bank,37.09
70,7,2,9,Office,46.58
149,3,17,10,Office,872.76
166,10,10,4,Office,180.1
238,2,17,10,Hospital,2036.21
148,13,16,12,Bank,190.26
192,7,15,14,Bank,443.11
17,5,11,5,Bank,36.41
188,14,13,15,Office,186.28
115,1,2,14,Office,235.11
294,1,18,10,Hospital,5312.87
299,9,10,19,Office,338.8
219,5,19,1,Bank,841.44
124,1,8,1,Hospital,998.35
59,7,10,11,Office,103.61
31,9,13,15,Office,68.33
122,11,8,18,Bank,96.04
225,1,15,1,Hospital,3394.05
235,10,16,16,Office,389.86
57,14,16,13,Office,81.41
299,13,7,23,Hospital,180.73
237,4,15,15,Hospital,914.13
162,14,3,4,Office,58.35
273,3,9,9,Office,828.3
25,5,14,16,Bank,77.83
57,7,7,12,Hospital,83.31
279,8,6,15,Office,214.3
285,13,6,8,Office,132.74
218,2,2,23,Office,234.58
35,7,10,3,Office,68.47
187,14,7,23,Bank,98.44
27,14,8,15,Hospital,31.38
36,1,10,22,Office,369.68
78,7,6,10,Hospital,80.79
14,8,15,6,Hospital,51.1
58,2,6,16,Office,180.74
56,9,9,21,Office,69.14
152,1,8,12,Office,1224.66
164,13,14,3,Bank,176.43
18,6,14,13,Office,63.09
182,1,9,9,Hospital,1654.36
57,3,12,9,Hospital,249.32
26,11,19,9,Bank,44.35
34,6,7,11,Office,49.47
195,3,3,1,Office,215.29
264,8,14,22,Bank,490.11
209,5,12,8,Bank,497.77
63,2,2,4,Office,76.59
268,4,3,7,Office,218.89
16,9,18,20,Hospital,47.69
123,4,9,13,Office,297.7
294,10,3,6,Office,97.13
252,10,7,6,Hospital,197.48
131,8,6,8,Hospital,114.6
79,5,17,2,Hospital,297.14
208,11,9,13,Hospital,185.45
53,11,17,16,Bank,89.45
83,10,14,17,Hospital,142.82
245,13,8,11,Bank,153.57
158,13,17,21,Hospital,227.1
278,14,17,13,Hospital,344.81
100,1,13,12,Hospital,1312.38
218,7,15,13,Office,484.82
298,3,19,8,Bank,1890.4
213,10,19,18,Hospital,420.89
92,8,17,1,Office,213.95
268,14,17,10,Bank,331.37
161,12,14,16,Bank,203.59
160,3,10,1,Office,549.84
143,1,10,18,Bank,1443.05
125,5,14,6,Office,373.69
69,2,5,17,Hospital,194.74
111,11,10,12,Office,126.68
151,4,16,4,Bank,620.38
141,1,15,17,Bank,2121.34
166,9,13,22,Hospital,268.83
104,6,7,23,Office,138.18
145,8,4,23,Hospital,89.74
87,11,17,15,Office,151.4
181,4,18,14,Office,837.29
202,9,17,7,Office,399.74
116,2,7,14,Hospital,438.76
60,9,9,0,Hospital,87.61
183,12,3,16,Bank,59.41
190,5,15,14,Hospital,582.82
222,13,13,13,Office,235.74
221,6,18,13,Office,678.5
124,3,16,9,Office,681.21
179,4,19,1,Hospital,874.71
27,6,17,5,Bank,87.69
217,7,14,16,Hospital,454.84
239,1,18,4,Bank,4317.04
17,7,9,4,Hospital,35.85
105,1,2,14,Office,236.87
28,5,4,14,Bank,18.07
15,6,17,19,Hospital,72.69
277,13,3,10,Office,78.61
285,2,16,4,Bank,2297.02
98,13,2,0,Bank,27.62
205,10,10,10,Office,222.42
25,9,17,10,Office,66.1
215,14,5,5,Hospital,102.45
144,10,13,22,Hospital,204.9
297,6,2,7,Office,121.24
105,7,2,1,Hospital,42.41
32,14,8,14,Office,33.25
45,10,19,22,Office,106.35
150,8,16,21,Hospital,326.97
260,11,14,8,Hospital,354.13
231,13,17,14,Bank,309.32
240,10,8,7,Bank,208.28
17,1,17,15,Hospital,304.31
214,14,14,13,Hospital,246.26
233,8,15,14,Hospital,456.28
104,4,18,19,Bank,467.22
35,10,13,12,Hospital,57.14
20,8,14,8,Bank,45.31
141,13,16,0,Bank,184.52
170,6,5,5,Bank,165.45
104,11,3,7,Bank,31.09
113,9,19,19,Office,253.83
177,11,3,17,Hospital,60.86
241,4,16,17,Hospital,980.55
166,2,16,16,Office,1354.79
220,14,11,20,Hospital,184.9
268,2,12,15,Bank,1622.11
267,5,11,12,Office,605.15
296,10,6,21,Bank,187.43
278,9,10,3,Office,327.52
7,12,14,3,Bank,10.05
32,3,19,20,Hospital,234.26
153,8,18,13,Hospital,377.72
32,4,7,4,Hospital,76.33
69,6,11,15,Office,158.46
25,10,3,13,Hospital,24.71
256,6,7,13,Office,316.47
239,3,14,13,Bank,1135.36
231,14,19,23,Hospital,330.29
17,5,8,13,Bank,27.53
53,12,3,18,Hospital,21.97
122,3,15,2,Bank,634.43
58,11,6,16,Office,42.93
142,11,19,13,Hospital,263.97
57,1,12,9,Office,691.21
48,7,11,12,Office,97.07
57,4,12,21,Bank,175.53
78,14,3,3,Hospital,33.28
50,7,16,10,Office,131.38
17,3,8,14,Bank,47.89
169,12,10,14,Bank,149.58
106,11,6,23,Bank,77.63
284,5,8,1,Hospital,477.4
262,5,3,10,Hospital,178.11
142,13,4,1,Bank,55.2
167,2,3,22,Hospital,267.78
115,11,5,4,Bank,76.25
106,10,8,12,Hospital,99.11
21,12,8,0,Hospital,35.48
272,2,18,6,Bank,2458.81
186,4,17,6,Bank,807.56
28,4,4,9,Hospital,55.72
33,4,16,5,Bank,141.78
175,6,15,19,Bank,449.53
232,2,16,11,Bank,1868.3
192,6,15,12,Bank,474.1
234,7,8,23,Hospital,276.31
123,11,4,10,Office,55.49
160,10,18,17,Hospital,304.07
276,3,11,1,Bank,1013.61
179,11,16,15,Bank,275.61
108,12,7,1,Hospital,83.01
96,8,18,18,Bank,224.5
190,2,18,5,Hospital,1721.21
287,11,15,0,Office,406.05
185,8,19,10,Bank,430.99
174,13,6,17,Office,94.17
191,11,9,9,Office,171.72
179,5,8,17,Bank,298.09
226,2,5,0,Bank,564.05
237,7,19,18,Hospital,664.86
166,14,6,15,Hospital,83.85
138,2,17,6,Bank,1177.31
228,14,15,14,Hospital,269.31
157,6,15,0,Office,421.6
37,10,10,22,Office,52.36
59,3,7,20,Bank,141.95
11,9,18,8,Hospital,43.32
248,3,13,1,Bank,1091.24
130,11,5,16,Office,78.44
16,12,17,23,Bank,51.87
20,12,12,9,Bank,24.99
212,3,5,5,Bank,365.1
47,5,18,4,Bank,190.04
139,7,9,7,Office,204.12
232,14,15,7,Bank,244.92
115,8,3,4,Bank,53.1
164,12,12,11,Hospital,194.39
268,11,12,6,Bank,322.6
229,7,7,12,Hospital,253.93
221,9,15,12,Bank,375.76
49,5,11,16,Hospital,120.74
218,10,9,3,Bank,221.73
63,11,8,17,Hospital,70.92
136,3,9,9,Bank,412.06
108,6,9,2,Bank,170.58
199,5,3,11,Hospital,141.57
161,12,17,0,Bank,241.89
102,4,10,10,Bank,258.7
230,12,14,17,Bank,274.03
209,2,13,12,Bank,1356.93
83,7,18,16,Office,235.71
128,13,3,7,Bank,37.15
222,5,14,19,Office,639.86
8,4,2,18,Office,28.96
94,12,12,16,Bank,105.54
108,14,6,1,Hospital,65.49
123,8,2,2,Hospital,52.11
137,9,14,2,Bank,223.55
100,9,9,5,Office,123.72
147,3,7,9,Hospital,365.18
292,3,18,23,Bank,1758.19
32,5,13,21,Bank,100.53
282,5,2,17,Office,136.41
237,10,4,17,Hospital,105.43
21,2,15,13,Bank,178.23
63,1,9,15,Hospital,589.55
94,8,12,6,Bank,152.98
203,3,15,0,Bank,1032.05
30,1,9,16,Bank,276.03
29,1,4,22,Office,137.68
271,11,8,4,Office,209.45
185,2,5,0,Office,467.18
72,6,17,20,Hospital,217.02
53,6,14,16,Office,142.64
179,14,6,9,Office,85.1
56,3,6,11,Hospital,143.27
106,12,5,19,Hospital,72.49
220,4,3,1,Hospital,194.33
192,12,14,22,Hospital,244.87
61,13,17,15,Office,96.57
51,2,3,14,Office,83.14
163,2,18,12,Hospital,1493.97
178,7,6,17,Office,170.23
246,13,19,19,Bank,373.51
286,1,19,21,Office,5460.82
245,7,9,13,Bank,320.76
9,14,16,17,Hospital,29.4
88,12,14,1,Hospital,124.95
252,14,14,1,Office,260.45
58,12,17,2,Hospital,100.85
165,14,14,4,Office,183.45
230,1,3,15,Office,702.72
19,14,4,21,Office,29.59
228,6,16,14,Office,612.42
65,3,14,11,Bank,321.19
126,8,6,8,Bank,109.13
281,6,7,13,Hospital,343.85
50,11,15,20,Bank,71.71
298,2,5,15,Hospital,750.44
66,8,8,10,Hospital,80.43
90,5,5,5,Office,112.33
214,8,3,9,Office,94.86
82,8,8,7,Office,105.14
206,6,4,15,Office,147.99
227,2,16,2,Office,1835.95
226,8,2,1,Office,66.48
7,11,3,15,Bank,5.15
10,6,11,18,Hospital,37.58
97,6,17,8,Hospital,290.18
12,8,16,15,Office,28.2
239,1,16,21,Bank,3832.72
112,2,15,3,Office,855.75
165,12,15,9,Bank,225.13
213,12,7,18,Bank,140.81
244,9,15,12,Hospital,435.21
54,11,18,17,Hospital,113.41
15,12,19,14,Bank,36.08
160,8,18,3,Hospital,371.4
74,12,17,8,Bank,115.88
173,7,9,3,Bank,236.61
276,7,8,15,Bank,335.63
72,5,13,20,Hospital,212.0
256,2,10,14,Office,1303.68
52,11,15,23,Hospital,83.69
188,6,2,1,Office,75.38
191,10,11,13,Hospital,233.11
94,3,18,2,Hospital,592.13
143,4,18,21,Office,657.48
93,13,18,22,Bank,138.19
278,10,5,3,Office,158.81
23,12,18,0,Bank,36.62
158,11,19,22,Bank,294.16
264,2,3,8,Hospital,409.85
112,14,9,16,Hospital,78.57
289,2,14,13,Hospital,2043.07
63,12,16,16,Hospital,115.89
129,8,10,0,Hospital,185.36
277,8,4,9,Office,158.76
111,10,4,22,Office,59.69
249,6,3,15,Office,138.43
251,13,2,18,Office,42.8
12,5,15,23,Hospital,40.18
145,8,18,2,Office,342.62
12,4,14,11,Office,66.19
98,11,16,2,Bank,154.95
43,4,15,14,Hospital,185.62
85,5,3,16,Office,77.09
191,1,8,17,Office,1545.3
88,1,18,6,Office,1598.14
92,2,19,18,Hospital,888.27
246,14,7,6,Office,152.16
97,8,9,4,Bank,122.81
90,7,3,7,Hospital,51.97
48,10,2,20,Bank,11.4
141,9,17,15,Hospital,295.1
78,5,8,15,Office,132.54
40,2,12,18,Hospital,272.98
105,7,16,14,Hospital,240.7
160,8,14,6,Hospital,309.96
259,12,3,4,Bank,78.16
175,7,15,22,Hospital,395.83
220,14,7,10,Office,123.77
174,7,10,9,Hospital,281.81
256,12,8,20,Hospital,195.62
59,14,19,22,Office,88.75
95,5,10,8,Office,192.97
282,2,5,0,Bank,716.24
105,6,10,19,Office,189.99
159,4,5,0,Office,203.11
145,10,13,7,Office,203.11
177,2,5,2,Hospital,458.48
14,12,15,1,Bank,27.57
232,9,8,3,Office,226.3
269,7,14,18,Office,563.45
252,6,9,10,Office,399.36
251,12,6,4,Hospital,140.45
159,5,13,23,Hospital,435.98
38,3,14,9,Bank,187.78
133,12,15,23,Bank,166.93
164,10,19,22,Hospital,334.39
93,10,5,7,Office,74.5
97,4,19,12,Office,475.98
245,3,8,4,Bank,652.17
121,12,16,11,Office,176.55
98,11,7,12,Hospital,73.87
167,8,17,21,Bank,370.92
103,3,9,7,Hospital,332.67
117,7,17,14,Hospital,302.95
95,7,17,12,Office,243.4
210,7,4,0,Hospital,138.51
21,13,18,21,Hospital,49.13
278,7,10,5,Office,406.74
177,14,4,10,Hospital,60.86
120,2,8,12,Office,502.97
185,10,19,20,Hospital,368.8
95,3,13,19,Office,427.84
86,10,17,0,Office,163.2
118,9,18,10,Bank,248.25
261,3,16,10,Hospital,1403.78
62,2,2,7,Hospital,70.27
158,9,3,21,Bank,58.55
120,13,9,2,Office,100.85
270,10,3,18,Office,90.9
207,9,10,11,Bank,237.52
45,4,10,5,Bank,137.39
109,14,14,22,Office,111.08
197,12,7,7,Office,124.63
282,9,16,4,Bank,524.61
241,3,16,9,Hospital,1305.02
225,7,19,21,Office,620.77
72,7,8,15,Bank,100.47
201,11,12,11,Hospital,239.66
260,8,9,16,Hospital,310.06
143,10,7,5,Hospital,121.45
153,4,9,8,Hospital,359.64
103,3,3,9,Bank,105.88
80,3,17,19,Office,467.54
286,12,8,13,Hospital,203.59
113,5,11,13,Hospital,268.67
192,11,13,16,Bank,239.39
203,14,18,15,Hospital,286.97
158,1,8,3,Bank,1281.9
44,10,9,1,Bank,46.76
137,3,8,15,Office,383.83
136,14,5,0,Hospital,72.02
283,6,4,2,Office,205.96
88,3,16,22,Bank,475.98
246,5,5,10,Hospital,258.8
120,9,10,15,Bank,146.85
113,2,14,17,Bank,789.05
225,11,19,14,Bank,396.76
45,2,17,8,Hospital,384.62
151,12,2,11,Bank,25.81
116,6,5,17,Bank,100.53
107,6,19,4,Hospital,366.51
50,11,9,23,Office,60.73
275,11,17,7,Bank,431.12
199,8,12,2,Office,318.61
284,12,19,1,Office,470.88
287,13,12,18,Office,278.8
44,11,4,7,Office,21.31
193,14,9,1,Office,137.62
168,2,11,18,Office,938.31
28,9,17,0,Hospital,64.26
28,2,6,21,Hospital,106.57
8,13,10,12,Office,23.11
294,1,9,22,Hospital,2669.12
185,10,12,19,Hospital,243.95
252,2,17,16,Office,2162.11
120,12,8,2,Office,93.74
283,7,16,8,Bank,658.27
73,8,18,4,Hospital,181.47
258,5,7,5,Office,372.11
185,6,16,3,Hospital,522.7
173,12,9,16,Hospital,135.44
253,1,8,20,Hospital,2050.14
192,6,3,20,Bank,101.66
58,12,14,20,Office,77.42
142,8,7,15,Hospital,146.08
172,13,6,15,Office,83.96
107,3,2,21,Hospital,85.62
89,11,19,10,Office,162.78
216,1,16,1,Office,3469.45
7,11,11,16,Office,16.37
183,4,4,14,Hospital,214.21
42,1,6,17,Bank,274.58
243,14,14,9,Office,243.85
173,8,9,5,Bank,208.44
34,5,3,20,Office,41.41
194,1,10,15,Bank,1953.8
29,14,18,4,Office,47.68
116,8,19,11,Bank,283.79
210,9,14,5,Office,336.43
189,10,2,13,Office,49.86
51,2,13,22,Bank,333.03
232,9,6,15,Office,168.86
43,8,9,6,Hospital,57.86
20,7,16,1,Office,59.31
26,3,4,5,Office,40.93
217,2,7,8,Hospital,780.95
153,7,14,6,Hospital,321.24
245,5,13,1,Hospital,659.03
276,6,19,18,Bank,891.57
63,4,2,7,Hospital,62.63
291,2,8,10,Bank,1156.3
206,9,13,3,Hospital,311.72
36,3,11,15,Bank,139.88
166,12,13,17,Hospital,203.06
259,14,12,12,Hospital,230.45
258,7,5,4,Office,192.41
13,14,7,1,Hospital,27.41
143,8,10,10,Office,194.34
14,2,11,0,Hospital,99.64
218,14,6,12,Hospital,116.53
277,6,14,4,Office,663.7
52,11,10,17,Office,63.63
115,8,3,13,Bank,53.52
157,7,19,12,Office,445.8
127,11,2,6,Bank,17.42
106,3,13,7,Hospital,490.14
245,1,11,17,Office,2694.57
195,14,3,6,Office,49.23
221,6,10,19,Hospital,386.75
55,8,3,16,Hospital,45.33
296,6,15,15,Hospital,739.03
85,5,12,10,Hospital,223.8
92,11,12,18,Office,120.91
198,12,18,0,Hospital,323.96
108,8,5,20,Hospital,82.62
275,2,14,7,Office,1937.89
100,12,8,0,Bank,72.35
202,1,17,8,Office,3446.25
5,1,2,18,Bank,12.78
171,14,14,20,Hospital,184.78
130,4,2,8,Office,83.04
85,6,12,20,Hospital,190.92
255,13,7,9,Office,155.75
173,9,4,23,Bank,88.39
77,1,13,22,Office,1020.93
145,12,6,10,Hospital,98.65
74,1,10,0,Office,742.81
266,13,13,19,Hospital,280.02
249,13,11,7,Office,224.07
7,5,6,19,Bank,18.24
67,10,6,11,Office,50.51
53,5,10,0,Office,127.38
80,5,18,9,Office,316.86
179,10,11,3,Office,213.2
113,6,2,14,Bank,48.26
187,8,17,18,Hospital,423.32
196,3,16,5,Office,1047.27
69,9,18,4,Office,153.2
275,13,14,4,Office,318.01
104,1,2,17,Bank,213.5
36,4,9,2,Hospital,92.41
132,9,6,21,Hospital,106.7
47,14,7,1,Office,38.08
82,8,15,3,Office,162.39
293,10,12,17,Hospital,386.27
274,9,7,8,Office,224.76
166,1,12,18,Office,1998.92
193,9,14,9,Office,314.57
251,3,13,21,Bank,1104.02
220,11,3,14,Bank,70.12
172,12,4,0,Hospital,80.73
197,10,5,10,Bank,102.4
287,9,18,13,Bank,594.41
17,1,7,9,Hospital,142.93
244,1,8,18,Bank,1969.33
151,9,16,23,Hospital,291.0
208,11,12,20,Office,247.68
84,14,4,15,Hospital,37.89
47,6,7,7,Hospital,71.39
93,4,3,1,Hospital,99.18
152,7,15,22,Office,351.63
99,5,10,6,Office,204.97
155,10,19,18,Office,311.25
6,14,13,6,Hospital,22.55
26,7,14,14,Hospital,67.12
11,8,13,7,Hospital,39.87
210,8,13,13,Hospital,369.24
118,1,19,0,Hospital,2265.16
276,8,10,12,Hospital,362.76
87,6,18,2,Hospital,284.6
183,4,17,20,Bank,785.23
214,13,18,5,Office,314.19
128,14,9,18,Bank,102.06
117,12,12,14,Office,117.46
16,8,3,3,Hospital,31.58
130,3,9,20,Bank,389.23
57,13,13,2,Hospital,85.6
